# Columns are:
# 1. JD start (of entire sequence of images)
# 2. JD start of B band
# 3. B mag
# 4. B err (as given by IRAF photometry - *not* reliable)
# 5. JD start of V band
# 6. V mag
# 7. V err 
# 8. JD start of R band
# 9. R mag
# 10. R err 
# 11. JD start of I band
# 12. I mag
# 13. I err 
# 14. JD start of J band
# 15. J mag
# 16. J err 
# 17. JD start of H band
# 18. H mag
# 19. H err 
# 20. JD start of K band
# 21. K mag
# 22. K err 
#
   2456363.58545   2456363.58545  19.361   0.027       999.00000 999.000 999.000       999.00000 999.000 999.000   2456363.59230  16.514   0.013       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000
   2456365.60968   2456365.60968  19.167   0.025   2456365.61310  18.055   0.016       999.00000 999.000 999.000   2456365.61653  16.433   0.013       999.00000 999.000 999.000   2456365.60964  14.862   0.020       999.00000 999.000 999.000
   2456368.60445   2456368.60445  18.989   0.021   2456368.60787  17.864   0.014       999.00000 999.000 999.000   2456368.61131  16.345   0.012       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000
   2456371.61766   2456371.61766  19.316   0.071   2456371.62107  17.974   0.031       999.00000 999.000 999.000   2456371.62451  16.505   0.021       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000
   2456373.61279   2456373.61279  18.985   0.071   2456373.61620  17.999   0.038       999.00000 999.000 999.000   2456373.61964  16.447   0.020       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000
   2456375.58719   2456375.58719  19.123   0.083   2456375.59061  17.932   0.035       999.00000 999.000 999.000   2456375.59403  16.448   0.019       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000
   2456377.56993   2456377.56993  19.277   0.102   2456377.57334  17.979   0.039       999.00000 999.000 999.000   2456377.57679  16.325   0.016       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000
   2456379.56065   2456379.56065  19.268   0.110   2456379.56407  17.861   0.038       999.00000 999.000 999.000   2456379.56751  16.419   0.019       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000
   2456381.59766   2456381.59766  18.980   0.075   2456381.60108  17.907   0.035       999.00000 999.000 999.000   2456381.60452  16.376   0.017       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000
   2456385.52414   2456385.52414  19.294   0.027   2456385.52756  18.118   0.016       999.00000 999.000 999.000   2456385.53101  16.546   0.014       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000
   2456387.56375   2456387.56375  18.970   0.024   2456387.56717  17.941   0.017       999.00000 999.000 999.000   2456387.57062  16.374   0.014       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000
   2456389.50568   2456389.50568  19.135   0.025   2456389.50910  17.737   0.013       999.00000 999.000 999.000   2456389.51254  16.375   0.012       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000
   2456393.53923   2456393.53923  19.081   0.027   2456393.54265  17.968   0.018       999.00000 999.000 999.000   2456393.54609  16.440   0.015       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000
   2456396.48990   2456396.48990  19.270   0.030   2456396.49333  18.104   0.018       999.00000 999.000 999.000   2456396.49677  16.521   0.015       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000
   2456548.86857       999.00000 999.000 999.000   2456548.86857  17.894   0.014       999.00000 999.000 999.000   2456548.87203  16.216   0.010       999.00000 999.000 999.000   2456548.86566  14.651   0.016       999.00000 999.000 999.000
   2456554.87898   2456554.87898  19.065   0.081   2456554.88242  17.935   0.034       999.00000 999.000 999.000   2456554.88589  16.358   0.014       999.00000 999.000 999.000   2456554.88064  14.752   0.014       999.00000 999.000 999.000
   2456556.86183   2456556.86183  19.415   0.096   2456556.86529  18.037   0.033       999.00000 999.000 999.000   2456556.86876  16.446   0.015       999.00000 999.000 999.000   2456556.86350  14.996   0.019       999.00000 999.000 999.000
   2456557.84868       999.00000 999.000 999.000   2456557.84868  18.126   0.036       999.00000 999.000 999.000   2456557.85216  16.525   0.019       999.00000 999.000 999.000   2456557.84517  14.888   0.022       999.00000 999.000 999.000
   2456559.86428   2456559.86428  19.141   0.058   2456559.86772  17.891   0.025       999.00000 999.000 999.000   2456559.87119  16.256   0.011       999.00000 999.000 999.000   2456559.86593  14.726   0.015       999.00000 999.000 999.000
   2456564.84457   2456564.84457  18.996   0.031   2456564.84802  17.929   0.029       999.00000 999.000 999.000   2456564.85149  16.367   0.020       999.00000 999.000 999.000   2456564.84566  14.777   0.022       999.00000 999.000 999.000
   2456567.85065   2456567.85065  19.208   0.027   2456567.85412  18.169   0.018       999.00000 999.000 999.000   2456567.85759  16.545   0.014       999.00000 999.000 999.000   2456567.85173  15.021   0.019       999.00000 999.000 999.000
   2456570.76873   2456570.76873  19.416   0.039   2456570.77218  18.206   0.023       999.00000 999.000 999.000   2456570.77565  16.554   0.016       999.00000 999.000 999.000   2456570.77038  14.995   0.024       999.00000 999.000 999.000
   2456572.75823   2456572.75823  19.227   0.033   2456572.76165  18.013   0.018       999.00000 999.000 999.000   2456572.76510  16.383   0.013       999.00000 999.000 999.000   2456572.75931  14.853   0.019       999.00000 999.000 999.000
   2456574.81165   2456574.81165  19.483   0.032   2456574.81507  18.272   0.019       999.00000 999.000 999.000   2456574.81851  16.590   0.014       999.00000 999.000 999.000   2456574.81273  14.969   0.019       999.00000 999.000 999.000
   2456576.79132   2456576.79132  19.349   0.031   2456576.79473  18.150   0.018       999.00000 999.000 999.000   2456576.79817  16.510   0.013       999.00000 999.000 999.000   2456576.79240  14.907   0.018       999.00000 999.000 999.000
   2456577.82488   2456577.82488  19.179   0.031   2456577.82835  17.915   0.016       999.00000 999.000 999.000   2456577.83184  16.453   0.014       999.00000 999.000 999.000   2456577.82483  14.736   0.017       999.00000 999.000 999.000
   2456578.79931   2456578.79931  19.264   0.029   2456578.80278  18.096   0.018       999.00000 999.000 999.000   2456578.80627  16.513   0.015       999.00000 999.000 999.000   2456578.80037  14.837   0.020       999.00000 999.000 999.000
   2456579.78650   2456579.78650  19.271   0.038   2456579.78996  18.166   0.022       999.00000 999.000 999.000   2456579.79345  16.511   0.016       999.00000 999.000 999.000   2456579.78810  14.904   0.020       999.00000 999.000 999.000
   2456580.82205   2456580.82205  19.210   0.031   2456580.82552  18.024   0.017       999.00000 999.000 999.000   2456580.82901  16.491   0.018       999.00000 999.000 999.000   2456580.82312  14.825   0.018       999.00000 999.000 999.000
   2456582.80739   2456582.80739  19.088   0.065   2456582.81083  17.883   0.027       999.00000 999.000 999.000   2456582.81430  16.342   0.015       999.00000 999.000 999.000   2456582.80900  14.730   0.017       999.00000 999.000 999.000
   2456583.80109   2456583.80109  18.994   0.075   2456583.80453  17.750   0.029       999.00000 999.000 999.000   2456583.80799  16.332   0.015       999.00000 999.000 999.000   2456583.80270  14.646   0.015       999.00000 999.000 999.000
   2456585.74655       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000   2456585.74655  14.721   0.016       999.00000 999.000 999.000
   2456591.84458       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000   2456591.84458  14.505   0.015       999.00000 999.000 999.000
   2456592.82478   2456592.82478  18.721   0.024   2456592.82820  17.741   0.016       999.00000 999.000 999.000   2456592.83163  16.202   0.011       999.00000 999.000 999.000   2456592.82528  14.691   0.016       999.00000 999.000 999.000
   2456594.79296   2456594.79296  18.880   0.031   2456594.79637  17.931   0.018       999.00000 999.000 999.000   2456594.79981  16.076   0.020       999.00000 999.000 999.000   2456594.79293  14.588   0.025       999.00000 999.000 999.000
   2456599.73649   2456599.73649  19.041   0.024   2456599.73991  17.930   0.015       999.00000 999.000 999.000   2456599.74334  16.231   0.011       999.00000 999.000 999.000   2456599.73757  14.689   0.018       999.00000 999.000 999.000
   2456599.80132   2456599.80132  19.195   0.025   2456599.80474  17.912   0.014       999.00000 999.000 999.000   2456599.80818  16.384   0.012       999.00000 999.000 999.000   2456599.80240  14.751   0.016       999.00000 999.000 999.000
   2456600.76124   2456600.76124  18.834   0.019   2456600.76467  17.781   0.012       999.00000 999.000 999.000   2456600.76811  16.241   0.012       999.00000 999.000 999.000   2456600.76233  14.637   0.016       999.00000 999.000 999.000
   2456600.82414   2456600.82414  19.123   0.023   2456600.82756  17.934   0.014       999.00000 999.000 999.000   2456600.83100  16.182   0.011       999.00000 999.000 999.000   2456600.82469  14.661   0.017       999.00000 999.000 999.000
   2456601.80796   2456601.80796  18.841   0.019   2456601.81138  17.461   0.010       999.00000 999.000 999.000   2456601.81482  16.100   0.010       999.00000 999.000 999.000   2456601.80846  14.638   0.016       999.00000 999.000 999.000
   2456602.75851   2456602.75851  19.049   0.023   2456602.76193  17.848   0.014       999.00000 999.000 999.000   2456602.76537  16.255   0.012       999.00000 999.000 999.000   2456602.76017  14.678   0.018       999.00000 999.000 999.000
   2456602.79603   2456602.79603  18.849   0.019   2456602.79945  17.815   0.013       999.00000 999.000 999.000   2456602.80289  16.245   0.011       999.00000 999.000 999.000   2456602.79657  14.698   0.018       999.00000 999.000 999.000
   2456603.76084   2456603.76084  18.793   0.018   2456603.76426  17.815   0.013       999.00000 999.000 999.000   2456603.76770  16.216   0.010       999.00000 999.000 999.000   2456603.76247  14.702   0.018       999.00000 999.000 999.000
   2456603.80602       999.00000 999.000 999.000   2456603.80602  17.726   0.011       999.00000 999.000 999.000   2456603.80946  16.084   0.009       999.00000 999.000 999.000   2456603.80368  14.607   0.015       999.00000 999.000 999.000
   2456605.76487       999.00000 999.000 999.000   2456605.76487  17.793   0.012       999.00000 999.000 999.000   2456605.76830  16.291   0.010       999.00000 999.000 999.000   2456605.76310  14.746   0.017       999.00000 999.000 999.000
   2456605.80140   2456605.80140  18.913   0.020   2456605.80481  17.900   0.014       999.00000 999.000 999.000   2456605.80825  16.352   0.011       999.00000 999.000 999.000   2456605.80136  14.796   0.017       999.00000 999.000 999.000
   2456608.74736   2456608.74736  18.870   0.028   2456608.75078  17.886   0.016       999.00000 999.000 999.000   2456608.75422  16.253   0.011       999.00000 999.000 999.000   2456608.74903  14.582   0.015       999.00000 999.000 999.000
   2456609.78988       999.00000 999.000 999.000   2456609.78988  17.747   0.014       999.00000 999.000 999.000   2456609.79332  16.165   0.010       999.00000 999.000 999.000   2456609.78753  14.630   0.016       999.00000 999.000 999.000
   2456610.70768       999.00000 999.000 999.000   2456610.70768  17.764   0.023       999.00000 999.000 999.000   2456610.71112  16.193   0.012       999.00000 999.000 999.000   2456610.70534  14.576   0.016       999.00000 999.000 999.000
   2456611.72140   2456611.72140  18.742   0.052   2456611.72482  17.746   0.025       999.00000 999.000 999.000   2456611.72825  16.119   0.012       999.00000 999.000 999.000   2456611.72301  14.672   0.017       999.00000 999.000 999.000
   2456611.83365   2456611.83365  18.736   0.028   2456611.83707  17.707   0.016       999.00000 999.000 999.000   2456611.84050  16.242   0.012       999.00000 999.000 999.000   2456611.83473  14.674   0.016       999.00000 999.000 999.000
   2456612.81327   2456612.81327  18.606   0.043   2456612.81669  17.757   0.026       999.00000 999.000 999.000   2456612.82013  16.120   0.012       999.00000 999.000 999.000   2456612.81489  14.579   0.014       999.00000 999.000 999.000
   2456613.82469   2456613.82469  18.515   0.056   2456613.82811  17.614   0.031       999.00000 999.000 999.000   2456613.83154  16.256   0.017       999.00000 999.000 999.000   2456613.82634  14.667   0.016       999.00000 999.000 999.000
   2456614.77150       999.00000 999.000 999.000   2456614.77150  17.473   0.027       999.00000 999.000 999.000   2456614.77493  16.032   0.013       999.00000 999.000 999.000   2456614.77028  14.523   0.015       999.00000 999.000 999.000
   2456615.79008       999.00000 999.000 999.000   2456615.79008  17.722   0.037       999.00000 999.000 999.000   2456615.79357  16.138   0.018       999.00000 999.000 999.000   2456615.78826  14.696   0.018       999.00000 999.000 999.000
   2456616.79279   2456616.79279  18.342   0.050   2456616.79626  17.606   0.041       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000       999.00000 999.000 999.000
   2456617.75810   2456617.75810  18.833   0.068   2456617.76157  18.020   0.049       999.00000 999.000 999.000   2456617.76505  16.501   0.030       999.00000 999.000 999.000   2456617.75975  14.794   0.017       999.00000 999.000 999.000
   2456618.78991   2456618.78991  18.668   0.047   2456618.79338  17.771   0.031       999.00000 999.000 999.000   2456618.79687  16.082   0.015       999.00000 999.000 999.000   2456618.79152  14.584   0.015       999.00000 999.000 999.000
   2456619.78424   2456619.78424  18.970   0.055   2456619.78770  17.816   0.023       999.00000 999.000 999.000   2456619.79118  16.168   0.011       999.00000 999.000 999.000   2456619.78590  14.597   0.013       999.00000 999.000 999.000
   2456621.78622   2456621.78622  19.085   0.057   2456621.78967  18.035   0.041       999.00000 999.000 999.000   2456621.79315  16.431   0.019       999.00000 999.000 999.000   2456621.78787  14.852   0.020       999.00000 999.000 999.000
   2456622.80746   2456622.80746  19.116   0.033   2456622.81090  17.966   0.017       999.00000 999.000 999.000   2456622.81436  16.337   0.011       999.00000 999.000 999.000   2456622.80964  14.813   0.016       999.00000 999.000 999.000
   2456625.78116   2456625.78116  18.903   0.020   2456625.78460  17.786   0.012       999.00000 999.000 999.000   2456625.78807  16.353   0.011       999.00000 999.000 999.000   2456625.78281  14.732   0.016       999.00000 999.000 999.000
