# jd	phase	mag	magdiff	activity
2453089.86602	0.00446333333333337	13.1928866666667	-0.00792443128376341	passive
2452892.65929	0.00597999999999999	13.20452	0.0038532289254789	passive
2454760.53126	0.00670999999999999	13.1669233333333	-0.0336607295804274	active
2452940.55876	0.00788	13.2044533333333	0.00401982720054406	passive
2455295.82239333	0.00800999999999996	13.22294	0.0225245928560156	passive
2452782.79296	0.00895000000000001	13.21178	0.0115036335263667	passive
2452396.8382	0.01439	13.20071	0.00152173878535677	passive
2454971.85125	0.014695	13.17593	-0.023182868368977	passive
2452878.59916333	0.01534	13.1898566666667	-0.00909170754723299	passive
2454926.77968	0.01655	13.1952	-0.00342123287345153	passive
2455453.61535333	0.0165833333333334	13.16815	-0.0304618775850081	active
2455343.74465667	0.0180066666666667	13.2098366666667	0.0116414618621974	passive
2454247.81713667	0.01895	13.17322	-0.0246804909959337	active
2452334.8705	0.01897	13.21992	0.0220259178114564	passive
2452813.81156	0.01899	13.20396	0.00607233328663703	passive
2455501.51643333	0.01906	13.1827033333333	-0.0151618267034888	active
2454540.82120667	0.0206766666666667	13.2047433333333	0.00742072988950504	passive
2454326.71107667	0.0223366666666667	13.1931866666667	-0.00353331796356926	passive
2453123.72851	0.0239433333333333	13.1976566666667	0.00156403060692334	passive
2452957.50912333	0.02441	13.1927966666667	-0.00310560000561999	passive
2452768.75059	0.02461	13.18982	-0.00599955442424438	passive
2453247.69239667	0.0248966666666667	13.20732	0.0116201781819107	passive
2452041.8972	0.02817	13.20959	0.0153545352010411	passive
2454681.71454333	0.0307333333333333	13.1974766666667	0.00450891920036511	passive
2454777.51251	0.0342	13.134545	-0.0565473502136449	active
2454295.76055	0.0364533333333333	13.16517	-0.0246085693164169	active
2454895.85118	0.03849	13.17105	-0.0174796956161973	active
2452737.80066	0.03894	13.19871	0.0104638867419435	passive
2454343.67141333	0.0424066666666667	13.1948833333333	0.00891124150705558	passive
2452351.8432	0.04343	13.20482	0.0195484838350168	passive
2453154.77372667	0.0434366666666667	13.1979066666667	0.012639757015025	passive
2455470.59686667	0.04417	13.0797133333333	-0.105043540829977	active
2453168.86710333	0.04588	13.1823633333333	-0.00117910399450594	passive
2455281.85059333	0.04872	13.19268	0.0112293862615758	passive
2455036.74791	0.04975	13.1740533333333	-0.00661646025309537	passive
2455408.63285333	0.0500566666666666	13.10066	-0.0797751083808365	active
2452106.7621	0.0519500000000001	13.1506	-0.02836430675824	passive
2454943.78462	0.05245	13.1724866666667	-0.00608307427304311	passive
2453281.58530667	0.05518	13.1782633333333	0.00189135410917274	passive
2454360.6131	0.05585	13.18004	0.00421824782986135	passive
2452382.8712	0.05681	13.15348	-0.0215461989179193	passive
2452785.74663	0.05735	13.20526	0.0306849370088766	passive
2452895.62834	0.05984	13.1726033333333	0.000141131201896627	passive
2453092.84225	0.06087	13.17608	0.00450685544049634	passive
2452943.52905667	0.0621900000000001	13.17473	0.00430849148264478	passive
2455250.90649	0.06512	13.1791633333333	0.011344586241437	passive
2453140.75714	0.0682533333333334	13.16867	0.00369969781212021	passive
2453202.73946667	0.0688633333333334	13.1546	-0.00980858061161705	active
2453250.63686667	0.0700366666666666	13.17281	0.0094880431871065	passive
2454763.52814	0.07045	13.08746	-0.0754773002040174	active
2454684.64601	0.0712633333333333	13.1584533333333	-0.00372431902865245	passive
2452075.8266	0.0714	13.14749	-0.0145596570566244	passive
2454298.67750667	0.0718299999999999	13.13359	-0.0280562981023298	active
2452771.70143	0.07201	13.16884	0.00736283571542806	passive
2452399.8226	0.0737100000000001	13.16637	0.00649822403850386	passive
2454588.86966667	0.0754666666666667	13.1514266666667	-0.00677189783818655	passive
2454329.67809333	0.0754766666666666	13.1599433333333	0.00175433319633633	passive
2455070.63352667	0.07744	13.1536266666667	-0.00267574053747666	passive
2452864.70257	0.08275	13.18956	0.0384536317593422	passive
2455425.63296333	0.08424	13.05443	-0.0951919062856881	active
2452140.6611	0.08439	13.15363	0.00415821447587561	passive
2452171.6535	0.08513	13.15526	0.00653065947235554	passive
2452864.70935	0.0851499999999999	13.11114	-0.0375692314735883	passive
2452929.50787	0.0853699999999999	13.1572533333333	0.00876545182908117	passive
2453126.71962	0.08564	13.1502766666667	0.00206082016821973	passive
2453109.81950667	0.08695	13.15147	0.00458002347444797	passive
2452853.45503	0.09043	12.97325	-0.17006773295334	active
2455267.88171	0.0904700000000001	13.1290733333333	-0.0142029018392069	passive
2455377.76672667	0.09413	13.16838	0.0289449576604461	passive
2454574.83609333	0.0942533333333333	13.12732	-0.0119840442012791	passive
2455298.89004	0.0968666666666667	13.1470766666667	0.010573234746202	passive
2454315.65240667	0.09706	13.11541	-0.0208843231964995	passive
2454267.7667	0.10004	12.99975	-0.133286530798781	active
2452157.6099	0.10036	13.13214	-0.000542754819669256	passive
2453670.50553333	0.102323333333333	13.1231333333333	-0.0073616056537702	passive
2455315.80997667	0.102596666666667	13.13847	0.00828203262741667	passive
2453171.86095	0.108543333333333	13.1170933333333	-0.00626533523511696	passive
2455377.8169	0.11194	13.10903	-0.0102919831747226	passive
2452354.8543	0.11222	13.12203	0.00304539391504477	passive
2454543.89758	0.112636666666667	13.10784	-0.0106412294726947	passive
2452898.60885	0.11777	13.11513	0.00298417876872392	passive
2452323.8863	0.12013	13.11564	0.00649285149729373	passive
2455380.66119	0.12152	13.1048533333333	-0.00250130577325791	passive
2452740.85655	0.12363	13.11811	0.0135146051599602	passive
2455459.56912	0.12987	12.9129033333333	-0.183263810550356	active
2455301.80397667	0.131166666666667	13.09642	0.00204868820322446	passive
2454284.76671667	0.134193333333333	12.9548866666667	-0.135245115054007	active
2452371.8244	0.13575	13.09533	0.00740109405099254	passive
2453112.78405667	0.139213333333333	13.09701	0.0140247336668509	passive
2453656.52324	0.139313333333333	13.0746433333333	-0.00819847451552214	passive
2452774.71444	0.14148	13.07454	-0.0051860870768099	passive
2452867.68578333	0.14164	13.0856166666667	0.00612115095674959	passive
2453174.779	0.144303333333333	13.0639533333333	-0.0116975093166403	passive
2452174.6396	0.14505	13.08496	0.0103884738614184	passive
2453191.68496	0.145073333333333	12.9391333333333	-0.13540445915681	active
2452819.81401	0.14956	13.07963	0.0115752064675902	passive
2454946.88175	0.15178	13.0607966666667	-0.00406152745872035	passive
2454301.72111	0.15215	13.0117266666667	-0.0526000634622239	active
2454563.73016	0.152206666666667	13.05943	-0.00481537310392888	passive
2455042.67534667	0.153693333333333	13.0589	-0.00321496528881227	passive
2454639.80366333	0.154476666666667	13.05779	-0.0032059101388402	passive
2452078.8948	0.16046	13.03639	-0.0161659341017604	passive
2454546.85158333	0.16116	13.0510466666667	-0.000537307047304481	passive
2454349.64065667	0.161183333333333	13.0509833333333	-0.000568307151603165	passive
2453081.85605	0.161323333333333	13.0485533333333	-0.00280439814858546	passive
2454577.84615	0.16267	13.05514	0.00563931643694815	passive
2452743.79591	0.16695	13.06031	0.0166011876308261	passive
2453673.51000333	0.168763333333333	13.0411766666667	-0.000135908061986711	passive
2452143.7176	0.16929	13.02903	-0.0115937385545077	passive
2455287.82684333	0.16999	13.0535566666667	0.0138432778612962	passive
2452160.6289	0.17196	13.03413	-0.00305465365146063	passive
2452388.8343	0.17341	13.04553	0.0101734955555521	passive
2455445.61625333	0.177306666666667	12.8861166666667	-0.144478217488578	active
2452033.8716	0.17948	13.02462	-0.00341879960405045	passive
2452791.73043	0.1813	13.03732	0.0113660157373214	passive
2454901.88824	0.18134	12.9723533333333	-0.0535554048071258	active
2454594.81349	0.185226666666667	13.0081533333333	-0.0134778165927063	passive
2452112.7726	0.18537	13.02366	0.00218207342527243	passive
2453129.81811	0.18545	13.0192066666667	-0.0021858808124211	passive
2452853.72402	0.18591	12.85059	-0.170313578906399	active
2453098.83144	0.18674	13.01744	-0.00258978129001974	passive
2455335.76892	0.18702	13.0194966666667	-0.000240804712444032	passive
2452949.52291333	0.18971	13.0123733333333	-0.00461961909502229	passive
2452870.65697333	0.19626	13.0082333333333	-0.00256687094407226	passive
2452901.64755	0.19636	13.0076133333333	-0.00309778590478693	passive
2454225.7827	0.19783	13.0005933333333	-0.00882741891141947	passive
2455414.68504333	0.19828	12.88678	-0.122252944997301	active
2454949.83103667	0.198626666666667	13.0016133333333	-0.00712316664153434	passive
2455304.82435667	0.203253333333333	13.0217133333333	0.0167392177012218	passive
2452019.8533	0.20369	13.02	0.0153621892515474	passive
2454887.86869	0.205103333333333	12.93678	-0.0667917428514997	active
2454642.76375	0.20516	12.9991966666667	-0.00433304946108493	passive
2452918.57946	0.20634	12.9979266666667	-0.00474050543245319	passive
2453194.67897	0.207793333333333	13.0045	0.00286199620996896	active
2453659.53734	0.209166666666667	12.9916166666667	-0.00908266184237405	passive
2455242.86184667	0.209673333333333	13.00814	0.00777863579979865	passive
2453115.80034667	0.209846666666667	13.00491	0.00466321980543327	passive
2454952.68062	0.210083333333333	12.9970266666667	-0.00306451574726907	passive
2453146.79156	0.21017	12.9950033333333	-0.00503111625332409	passive
2454256.8127	0.21192	12.853315	-0.145602255148717	active
2454304.70771	0.212246666666667	12.9583	-0.0404147185262289	active
2452343.8692	0.21306	13.00443	0.00621131382865059	passive
2452405.8516	0.2137	12.97922	-0.0186166546563555	passive
2454352.61643	0.217435	13.000215	0.0044611882490333	passive
2452760.84218	0.21752	13.00233	0.00662065664966605	passive
2452115.6833	0.21852	12.98673	-0.0084660487312167	passive
2455028.77522	0.219846666666667	12.9939833333333	-0.000559895780572361	passive
2452081.8801	0.22009	12.99288	-0.00154698716740143	passive
2455352.77600333	0.22368	12.98942	-0.00341884261406911	passive
2452194.5823	0.22371	12.99064	-0.0021865772091374	passive
2453163.73375333	0.223793333333333	13.00091	0.00811740544108019	passive
2452132.6064	0.22538	12.98224	-0.00993028567081566	passive
2454611.83263	0.226166666666667	12.98005	-0.0118291828694019	passive
2454597.74913	0.22723	12.98076	-0.0107440042864724	passive
2454369.55066	0.22824	12.9887	-0.00246704584352386	passive
2454628.74569	0.22945	12.9859966666667	-0.00479146439777089	passive
2454755.5245	0.229563333333333	12.82464	-0.166114018506532	active
2453273.62598333	0.23002	13.00663	0.0160110495874815	passive
2452935.55156667	0.23058	12.99125	0.000791471836857127	passive
2453676.5093	0.233363333333333	12.98998	0.00023415751709166	passive
2452360.8312	0.23372	12.99588	0.0062153526092672	passive
2452391.8224	0.23404	12.97762	-0.0119737480030988	passive
2452904.57781	0.23645	12.9870466666667	-0.0020720484591461	passive
2454904.86984	0.239656666666667	12.9637766666667	-0.0248698378085042	passive
2453132.79588333	0.242406666666667	12.9793066666667	-0.00907838653550819	passive
2454242.81595667	0.24378	12.86778	-0.120523528689324	active
2452763.73656	0.24488	12.98576	-0.00250159820925155	passive
2455079.56109	0.246276666666667	12.9859233333333	-0.00231479179913308	passive
2452005.8925	0.24831	12.98846	0.000196945802199977	passive
2454659.79012	0.24867	12.9888	0.000525275387783353	passive
2452329.8851	0.24941	12.99103	0.00272446525870684	passive
2455321.85829	0.249443333333333	13.0043	0.015992861808872	passive
2453180.71076667	0.249783333333333	12.7879366666667	-0.200387886453999	active
2454290.72735	0.24992	12.8990333333333	-0.0892987633295839	active
2452952.52071	0.25377	12.9830666666667	-0.00560506445664721	passive
2453211.71652	0.25527	12.98512	-0.00374992198337054	passive
2455031.69956	0.257836666666667	12.98548	-0.00381358687085509	passive
2454273.84596667	0.25788	12.8152033333333	-0.17409831598853	active
2453211.72402	0.25793	12.9793333333333	-0.00997765618095059	passive
2454338.64763667	0.259216666666667	12.9687833333333	-0.0207817481770221	passive
2453101.86462	0.26336	12.9752133333333	-0.0153480014485918	passive
2452873.67117	0.26615	12.98836	-0.00302307242023936	passive
2455017.64157	0.26796	12.9854033333333	-0.00657678737012546	passive
2455245.84768333	0.269496666666667	12.98862	-0.00390607496590434	passive
2454307.68918667	0.27052	12.94343	-0.049479394589639	active
2453135.69464	0.27132	12.9969133333333	0.00369334830504009	passive
2452180.6303	0.27145	12.96516	-0.0281113584070525	passive
2454724.65247667	0.271543333333333	12.9863966666667	-0.00691173048892502	passive
2452921.59164333	0.27551	12.9832366666667	-0.0117649467615468	passive
2452039.7781	0.27599	12.98351	-0.0117122046699549	passive
2454983.866245	0.279415	13.00937	0.0124722797443226	passive
2454645.79044	0.279483333333333	12.9887866666667	-0.00814633978535184	passive
2455434.63951333	0.281113333333333	12.8238933333333	-0.173903602172823	active
2454355.61551	0.28196	13.0017133333333	0.00345055769711777	passive
2455307.86357333	0.282023333333333	13.01804	0.0197419012307503	passive
2452118.6845	0.2838	12.99054	-0.00877647555481786	passive
2452394.781	0.28419	12.99557	-0.00397721309645505	passive
2452890.63500667	0.28746	12.9845966666667	-0.0169901863638255	passive
2453149.82885	0.288253333333333	12.9917566666667	-0.0103539947132223	passive
2453087.85261333	0.289803333333333	12.9939066666667	-0.00926102956606201	passive
2454372.54279667	0.290296666666667	13.0074366666667	0.00392306710976875	passive
2455355.78499	0.291716666666667	13.0126833333333	0.00814811328331011	passive
2452332.8268	0.29356	12.98371	-0.0222100186477601	passive
2455048.70532	0.29403	13.01989	0.0136061058256818	passive
2455276.90710333	0.29403	13.01535	0.00906610582568135	passive
2454938.8312	0.294235	13.011125	0.00468100419319839	passive
2454907.84315333	0.295033333333333	12.9998433333333	-0.00723225054391108	passive
2453679.50797333	0.29774	13.00493	-0.00438458462578595	passive
2455324.81399	0.29857	13.0301833333333	0.020151324714762	passive
2455386.79629333	0.299173333333333	13.0134133333333	0.00285056741084055	passive
2454758.54931333	0.303223333333333	12.7942566666667	-0.220075624057731	active
2455293.83765333	0.303523333333333	13.03971	0.0250838599503425	passive
2454600.78332	0.30422	13.0268333333333	0.0115168592482906	passive
2453217.49039667	0.304706666666667	13.0251466666667	0.0093413142395935	passive
2455341.74204	0.30718	13.0356366666667	0.0172610957341277	passive
2455375.5511	0.307693333333333	13.02794	0.00901279512360098	passive
2452876.60766	0.30845	13.0055733333333	-0.0141785706041322	passive
2455372.73926333	0.309633333333333	13.0615333333333	0.0404637753557093	passive
2453104.82141667	0.312876666666667	13.0107666666667	-0.0140926188913362	passive
2452924.51728	0.31396	13.0199	-0.00628456155484258	passive
2453245.6902	0.31422	13.0317166666667	0.00520953268740243	passive
2454276.82575	0.31555	12.8923466666667	-0.135838105541737	active
2452008.9088	0.31894	13.02147	-0.0112032040842518	passive
2454341.63479	0.319503333333333	13.0467933333333	0.0133441413660762	passive
2452907.63155	0.32038	13.02966	-0.00501416350503625	passive
2453152.74234667	0.322403333333333	13.03337	-0.00421309133491476	passive
2452135.6976	0.3226	13.02762	-0.0102519824333864	passive
2454775.50840667	0.322846666666667	12.9005766666667	-0.137659205966003	active
2454538.85668667	0.32337	13.0420233333333	0.00300968482011044	passive
2454293.75669333	0.325186666666667	12.87801	-0.163764637797424	active
2453197.82756	0.325386666666667	13.0280266666667	-0.0140577663055641	active
2455375.60426333	0.326563333333333	13.0574933333333	0.013563269965859	passive
2454231.78645333	0.32886	13.03814	-0.0095010642096689	passive
2455468.58556333	0.33026	12.7922166666667	-0.257753014971103	active
2453262.64485	0.332266666666667	13.0593833333333	0.00599435679757221	passive
2454648.7616	0.3341	13.0531166666667	-0.00347444012505527	passive
2452876.69254	0.33858	13.0550066666667	-0.00968606563323604	passive
2455375.64309	0.34035	13.08585	0.0178623379019616	passive
2452349.8732	0.34418	13.05589	-0.0193754269925908	passive
2454279.73019	0.34648	12.9034633333333	-0.176252201698889	active
2452397.7739	0.34652	13.0751	-0.00469336532333031	passive
2452845.73333	0.34962	13.08495	-0.000912265644368304	passive
2452893.63026333	0.350623333333333	13.0795866666667	-0.00825279854885785	passive
