# jd	phase	mag	magdiff	activity
2453278.61313	0.000206666666666688	13.7016	-0.00427006688044607	passive
2453089.86831	0.00527333333333335	13.7054933333333	-7.27178373338688e-06	passive
2453681.50396	0.00622	13.71912	0.0137473136511392	passive
2452892.66195	0.00692000000000004	13.6972933333333	-0.00797305556455363	passive
2454760.53433	0.00780000000000003	13.68076	-0.0243587303706576	active
2455295.82454	0.0087733333333333	13.7109966666667	0.00605932733959058	passive
2452940.56216667	0.00909000000000004	13.7079533333333	0.00307907607048286	passive
2452782.79614	0.01008	13.70899	0.00432575724871143	passive
2452396.8338	0.01283	13.70957	0.00558974505335463	passive
2454971.853555	0.0155149999999999	13.69545	-0.00772227226284627	passive
2452878.60169667	0.01624	13.6937933333333	-0.0091374448021373	passive
2452334.866	0.01737	13.70886	0.0063251317084827	passive
2454926.78197667	0.01737	13.70741	0.00487513170848253	passive
2455453.61768	0.01741	13.66055	-0.0419704205990783	active
2455343.74696333	0.0188233333333333	13.69027	-0.0117210699535644	passive
2454247.81936	0.01974	13.6844033333333	-0.0172249312020689	active
2455501.51877	0.01989	13.6744833333333	-0.0270841149936363	active
2452813.81477	0.02013	13.71616	0.0146907013295206	passive
2454540.82351333	0.0214966666666667	13.6987133333333	-0.00217737131454498	passive
2454326.7133	0.0231233333333333	13.69695	-0.00320881803085626	passive
2453123.73069	0.0247200000000001	13.7085833333333	0.00918793116894179	passive
2452957.51082	0.02501	13.69872	-0.000532010548988993	passive
2452768.7538	0.0257500000000001	13.70973	0.0108504220894723	passive
2453247.69491333	0.0257933333333333	13.69772	-0.00113747885393245	passive
2452909.620065	0.0262	13.69876	0.000111468288320538	passive
2452041.9016	0.02973	13.7236	0.0268815501547319	passive
2454681.71725667	0.0317	13.6910566666667	-0.00449602478896338	passive
2454777.51537333	0.03522	13.65597	-0.0373473238963111	active
2454295.76277667	0.0372400000000001	13.6767833333333	-0.0151656910029185	active
2454895.85348	0.0393	13.6953366666667	0.00484516904572807	active
2452027.844	0.03999	13.70286	0.0128704348467892	passive
2452737.80387	0.04008	13.71807	0.0281464058133132	passive
2452351.8344	0.0403	13.72179	0.0320281531760322	passive
2454343.67399333	0.04332	13.6895866666667	0.00211369053498167	passive
2453154.77624333	0.0443333333333333	13.6931833333333	0.00650642043811978	passive
2455470.59920333	0.045	13.58923	-0.096915671289258	active
2453168.86960333	0.0467633333333334	13.67841	-0.00630226485523089	passive
2455281.85291667	0.0495466666666666	13.6836366666667	0.00126830754079954	passive
2455036.75017	0.0505533333333333	13.67972	-0.001776790198047	passive
2455408.63518333	0.05088	13.60954	-0.0716713009164689	active
2454943.78671	0.0531933333333333	13.6839333333333	0.00478036523716874	passive
2452106.7665	0.0535099999999999	13.67807	-0.000796296745507519	passive
2452382.8668	0.05525	13.66893	-0.00834052105817662	passive
2453281.58774667	0.0560466666666667	13.6804466666667	0.00391821891414068	passive
2454360.6154	0.0566666666666666	13.6729766666667	-0.00296938613677256	passive
2451996.901	0.05677	13.70264	0.0267914247476764	passive
2452785.74983	0.05849	13.69687	0.0226609794552175	passive
2452895.63081	0.06072	13.6813166666667	0.00928000130698159	passive
2453092.84475	0.06176	13.6603566666667	-0.0106494242117616	passive
2452943.53184667	0.06318	13.66746	-0.00212156255540208	passive
2455250.9088	0.06594	13.6501833333333	-0.0165739345537048	passive
2453140.75986	0.0692199999999999	13.6684666666667	0.00515627705626542	passive
2453202.74219	0.0698333333333333	13.6610066666667	-0.00164879860545675	active
2452075.8222	0.06984	13.62938	-0.0332683290776821	passive
2453250.63961	0.07101	13.662	0.000609805277521858	passive
2454763.53125	0.07156	13.6169933333333	-0.0438015451172973	active
2452399.8182	0.07214	13.6881	0.0279355524021128	passive
2454684.64866	0.0722	13.663095	0.00299592273661808	passive
2454298.67972667	0.0726133333333333	13.6431533333333	-0.016494640382378	active
2452771.70462	0.07314	13.66832	0.0092487633763696	passive
2452337.8468	0.07541	13.69235	0.0357888365137633	passive
2454588.87176667	0.0762133333333334	13.65979	0.00412631149946563	passive
2454329.68034333	0.0762766666666667	13.64217	-0.0134227320778422	passive
2455070.63578	0.0782433333333333	13.65177	-0.00160484423317619	passive
2452140.6566	0.08279	13.65942	0.0112780438032001	passive
2452171.6491	0.08357	13.64417	-0.00305977542875269	passive
2452912.60315	0.08505	13.6484133333333	0.0029257486257972	passive
2455425.63528	0.08506	13.5713533333333	-0.0741224294678826	active
2452864.71189	0.08605	13.64671	0.00240792397791445	passive
2452929.51128	0.08658	13.6460966666667	0.00242561439221589	passive
